game_date,game_datetime,home_team,away_team,home_odds,away_odds,home_score,away_score,home_team_abbr,away_team_abbr
2025-08-16,2025-08-16,113,158,104.0,-125.0,5,6,Cincinnati Reds,Milwaukee Brewers
2025-08-16,2025-08-16,111,146,-189.0,154.0,7,5,Boston Red Sox,Miami Marlins
2025-08-16,2025-08-16,121,136,-105.0,-115.0,3,1,New York Mets,Seattle Mariners
2025-08-16,2025-08-16,120,143,125.0,-149.0,2,0,Washington Nationals,Philadelphia Phillies
2025-08-16,2025-08-16,141,140,-179.0,150.0,14,2,Toronto Blue Jays,Texas Rangers
2025-08-16,2025-08-16,112,134,-222.0,179.0,3,1,Chicago Cubs,Pittsburgh Pirates
2025-08-15,2025-08-15,137,139,-115.0,-105.0,6,7,San Francisco Giants,Tampa Bay Rays
2025-08-15,2025-08-15,119,135,-141.0,120.0,3,2,Los Angeles Dodgers,San Diego Padres
2025-08-15,2025-08-15,133,108,-105.0,-115.0,10,3,Athletics,Los Angeles Angels
2025-08-15,2025-08-15,115,109,165.0,-200.0,4,3,Colorado Rockies,Arizona Diamondbacks
2025-08-15,2025-08-15,138,147,120.0,-143.0,3,4,St. Louis Cardinals,New York Yankees
2025-08-15,2025-08-15,117,110,-222.0,179.0,0,7,Houston Astros,Baltimore Orioles
2025-08-15,2025-08-15,118,145,-179.0,145.0,3,1,Kansas City Royals,Chicago White Sox
2025-08-15,2025-08-15,142,116,114.0,-137.0,0,7,Minnesota Twins,Detroit Tigers
2025-08-15,2025-08-15,114,144,-118.0,-102.0,0,2,Cleveland Guardians,Atlanta Braves
2025-08-15,2025-08-15,111,146,-167.0,140.0,2,1,Boston Red Sox,Miami Marlins
2025-08-15,2025-08-15,121,136,-130.0,110.0,9,11,New York Mets,Seattle Mariners
2025-08-15,2025-08-15,141,140,-110.0,-110.0,6,5,Toronto Blue Jays,Texas Rangers
2025-08-15,2025-08-15,120,143,170.0,-208.0,2,6,Washington Nationals,Philadelphia Phillies
2025-08-15,2025-08-15,113,158,118.0,-139.0,8,10,Cincinnati Reds,Milwaukee Brewers
2025-08-15,2025-08-15,112,134,-189.0,154.0,2,3,Chicago Cubs,Pittsburgh Pirates
2025-08-14,2025-08-14,115,109,145.0,-175.0,2,8,Colorado Rockies,Arizona Diamondbacks
2025-08-14,2025-08-14,142,116,170.0,-208.0,3,4,Minnesota Twins,Detroit Tigers
2025-08-14,2025-08-14,121,144,-189.0,154.0,3,4,New York Mets,Atlanta Braves
2025-08-14,2025-08-14,120,143,165.0,-200.0,3,2,Washington Nationals,Philadelphia Phillies
2025-08-14,2025-08-14,114,146,-125.0,104.0,9,4,Cleveland Guardians,Miami Marlins
2025-08-14,2025-08-14,141,112,100.0,-120.0,2,1,Toronto Blue Jays,Chicago Cubs
2025-08-14,2025-08-14,110,136,110.0,-130.0,5,3,Baltimore Orioles,Seattle Mariners
2025-08-13,2025-08-13,133,139,125.0,-149.0,2,8,Athletics,Tampa Bay Rays
2025-08-13,2025-08-13,108,119,154.0,-192.0,6,5,Los Angeles Angels,Los Angeles Dodgers
2025-08-13,2025-08-13,121,144,-208.0,170.0,6,11,New York Mets,Atlanta Braves
2025-08-13,2025-08-13,117,111,-149.0,125.0,4,1,Houston Astros,Boston Red Sox
2025-08-13,2025-08-13,141,112,-135.0,114.0,1,4,Toronto Blue Jays,Chicago Cubs
2025-08-13,2025-08-13,147,142,-149.0,125.0,1,4,New York Yankees,Minnesota Twins
2025-08-13,2025-08-13,114,146,-133.0,114.0,4,13,Cleveland Guardians,Miami Marlins
2025-08-13,2025-08-13,110,136,120.0,-143.0,4,3,Baltimore Orioles,Seattle Mariners
2025-08-13,2025-08-13,113,143,104.0,-125.0,8,0,Cincinnati Reds,Philadelphia Phillies
2025-08-13,2025-08-13,137,135,120.0,-143.0,1,11,San Francisco Giants,San Diego Padres
2025-08-13,2025-08-13,140,109,-143.0,118.0,4,6,Texas Rangers,Arizona Diamondbacks
2025-08-13,2025-08-13,138,115,-238.0,190.0,5,6,St. Louis Cardinals,Colorado Rockies
2025-08-13,2025-08-13,145,116,120.0,-143.0,0,1,Chicago White Sox,Detroit Tigers
2025-08-13,2025-08-13,118,120,-169.0,140.0,7,8,Kansas City Royals,Washington Nationals
2025-08-13,2025-08-13,158,134,-250.0,200.0,12,5,Milwaukee Brewers,Pittsburgh Pirates
2025-08-12,2025-08-12,133,139,-110.0,-110.0,6,0,Athletics,Tampa Bay Rays
2025-08-12,2025-08-12,137,135,-120.0,100.0,1,5,San Francisco Giants,San Diego Padres
2025-08-12,2025-08-12,108,119,145.0,-175.0,7,6,Los Angeles Angels,Los Angeles Dodgers
2025-08-12,2025-08-12,117,111,-115.0,-105.0,1,14,Houston Astros,Boston Red Sox
2025-08-12,2025-08-12,140,109,-154.0,129.0,2,3,Texas Rangers,Arizona Diamondbacks
2025-08-12,2025-08-12,138,115,-208.0,170.0,0,3,St. Louis Cardinals,Colorado Rockies
2025-08-12,2025-08-12,145,116,150.0,-182.0,9,6,Chicago White Sox,Detroit Tigers
2025-08-12,2025-08-12,118,120,-189.0,154.0,8,5,Kansas City Royals,Washington Nationals
2025-08-12,2025-08-12,158,134,-139.0,118.0,14,0,Milwaukee Brewers,Pittsburgh Pirates
2025-08-12,2025-08-12,121,144,-143.0,120.0,13,5,New York Mets,Atlanta Braves
2025-08-12,2025-08-12,141,112,-125.0,104.0,5,1,Toronto Blue Jays,Chicago Cubs
2025-08-12,2025-08-12,147,142,-227.0,185.0,9,1,New York Yankees,Minnesota Twins
2025-08-12,2025-08-12,113,143,125.0,-149.0,6,1,Cincinnati Reds,Philadelphia Phillies
2025-08-12,2025-08-12,114,146,-139.0,118.0,4,3,Cleveland Guardians,Miami Marlins
2025-08-12,2025-08-12,110,136,135.0,-161.0,0,1,Baltimore Orioles,Seattle Mariners
2025-08-11,2025-08-11,133,139,-110.0,-110.0,4,7,Athletics,Tampa Bay Rays
2025-08-11,2025-08-11,137,135,-130.0,110.0,1,4,San Francisco Giants,San Diego Padres
2025-08-11,2025-08-11,108,119,150.0,-179.0,7,4,Los Angeles Angels,Los Angeles Dodgers
2025-08-11,2025-08-11,117,111,140.0,-169.0,7,6,Houston Astros,Boston Red Sox
2025-08-11,2025-08-11,140,109,-169.0,140.0,7,6,Texas Rangers,Arizona Diamondbacks
2025-08-11,2025-08-11,138,115,-222.0,179.0,3,2,St. Louis Cardinals,Colorado Rockies
2025-08-11,2025-08-11,145,116,125.0,-149.0,1,2,Chicago White Sox,Detroit Tigers
2025-08-11,2025-08-11,118,120,-154.0,129.0,7,4,Kansas City Royals,Washington Nationals
2025-08-11,2025-08-11,158,134,-200.0,165.0,7,1,Milwaukee Brewers,Pittsburgh Pirates
2025-08-11,2025-08-11,147,142,-182.0,150.0,6,2,New York Yankees,Minnesota Twins
2025-08-11,2025-08-11,113,143,-130.0,110.0,1,4,Cincinnati Reds,Philadelphia Phillies
2025-08-10,2025-08-10,138,112,114.0,-137.0,3,2,St. Louis Cardinals,Chicago Cubs
2025-08-10,2025-08-10,109,115,-294.0,229.0,13,6,Arizona Diamondbacks,Colorado Rockies
2025-08-10,2025-08-10,135,111,-149.0,125.0,6,2,San Diego Padres,Boston Red Sox
2025-08-10,2025-08-10,119,141,-182.0,150.0,4,5,Los Angeles Dodgers,Toronto Blue Jays
2025-08-10,2025-08-10,136,139,-189.0,154.0,6,3,Seattle Mariners,Tampa Bay Rays
2025-08-10,2025-08-10,137,120,-161.0,135.0,0,8,San Francisco Giants,Washington Nationals
2025-08-10,2025-08-10,140,143,135.0,-161.0,2,4,Texas Rangers,Philadelphia Phillies
2025-08-10,2025-08-10,145,114,110.0,-130.0,6,4,Chicago White Sox,Cleveland Guardians
2025-08-10,2025-08-10,158,121,-110.0,-110.0,7,6,Milwaukee Brewers,New York Mets
2025-08-10,2025-08-10,116,108,-182.0,150.0,9,5,Detroit Tigers,Los Angeles Angels
2025-08-10,2025-08-10,110,133,-125.0,104.0,2,3,Baltimore Orioles,Athletics
2025-08-10,2025-08-10,144,146,-130.0,110.0,7,1,Atlanta Braves,Miami Marlins
2025-08-10,2025-08-10,134,113,-110.0,-110.0,8,14,Pittsburgh Pirates,Cincinnati Reds
2025-08-10,2025-08-10,147,117,-227.0,185.0,1,7,New York Yankees,Houston Astros
2025-08-10,2025-08-10,142,118,-110.0,-110.0,5,3,Minnesota Twins,Kansas City Royals
2025-08-09,2025-08-09,136,139,-143.0,120.0,7,4,Seattle Mariners,Tampa Bay Rays
2025-08-09,2025-08-09,119,141,-154.0,129.0,9,1,Los Angeles Dodgers,Toronto Blue Jays
2025-08-09,2025-08-09,135,111,-135.0,114.0,5,4,San Diego Padres,Boston Red Sox
2025-08-09,2025-08-09,109,115,-222.0,179.0,6,5,Arizona Diamondbacks,Colorado Rockies
2025-08-09,2025-08-09,144,146,-110.0,-110.0,8,6,Atlanta Braves,Miami Marlins
2025-08-09,2025-08-09,138,112,104.0,-125.0,1,9,St. Louis Cardinals,Chicago Cubs
2025-08-09,2025-08-09,140,143,-135.0,114.0,2,3,Texas Rangers,Philadelphia Phillies
2025-08-09,2025-08-09,145,114,118.0,-139.0,1,3,Chicago White Sox,Cleveland Guardians
2025-08-09,2025-08-09,142,118,100.0,-120.0,0,2,Minnesota Twins,Kansas City Royals
2025-08-09,2025-08-09,158,121,-120.0,100.0,7,4,Milwaukee Brewers,New York Mets
2025-08-09,2025-08-09,110,133,-115.0,-105.0,3,11,Baltimore Orioles,Athletics
2025-08-09,2025-08-09,134,113,-110.0,-110.0,1,2,Pittsburgh Pirates,Cincinnati Reds
2025-08-09,2025-08-09,116,108,-137.0,114.0,4,7,Detroit Tigers,Los Angeles Angels
2025-08-09,2025-08-09,137,120,-167.0,140.0,2,4,San Francisco Giants,Washington Nationals
2025-08-09,2025-08-09,147,117,-110.0,-110.0,5,4,New York Yankees,Houston Astros
2025-08-09,2025-08-09,144,146,-115.0,-105.0,7,1,Atlanta Braves,Miami Marlins
2025-08-08,2025-08-08,137,120,-167.0,140.0,5,0,San Francisco Giants,Washington Nationals
2025-08-08,2025-08-08,119,141,-135.0,114.0,5,1,Los Angeles Dodgers,Toronto Blue Jays
2025-08-08,2025-08-08,109,115,-222.0,179.0,6,1,Arizona Diamondbacks,Colorado Rockies
2025-08-08,2025-08-08,135,111,-175.0,145.0,2,10,San Diego Padres,Boston Red Sox
2025-08-08,2025-08-08,136,139,-130.0,110.0,3,2,Seattle Mariners,Tampa Bay Rays
2025-08-08,2025-08-08,138,112,140.0,-167.0,5,0,St. Louis Cardinals,Chicago Cubs
2025-08-08,2025-08-08,142,118,-135.0,114.0,9,4,Minnesota Twins,Kansas City Royals
2025-08-08,2025-08-08,158,121,-149.0,125.0,3,2,Milwaukee Brewers,New York Mets
2025-08-08,2025-08-08,140,143,110.0,-130.0,1,9,Texas Rangers,Philadelphia Phillies
2025-08-08,2025-08-08,145,114,114.0,-135.0,5,9,Chicago White Sox,Cleveland Guardians
2025-08-08,2025-08-08,144,146,104.0,-125.0,1,5,Atlanta Braves,Miami Marlins
2025-08-08,2025-08-08,116,108,-303.0,240.0,6,5,Detroit Tigers,Los Angeles Angels
2025-08-08,2025-08-08,110,133,-125.0,104.0,3,2,Baltimore Orioles,Athletics
2025-08-08,2025-08-08,147,117,-120.0,100.0,3,5,New York Yankees,Houston Astros
2025-08-08,2025-08-08,134,113,110.0,-130.0,3,2,Pittsburgh Pirates,Cincinnati Reds
2025-08-07,2025-08-07,144,146,120.0,-141.0,8,6,Atlanta Braves,Miami Marlins
2025-08-07,2025-08-07,134,113,-169.0,140.0,7,0,Pittsburgh Pirates,Cincinnati Reds
2025-08-07,2025-08-07,136,145,-294.0,229.0,4,3,Seattle Mariners,Chicago White Sox
2025-08-07,2025-08-07,120,133,125.0,-149.0,0,6,Washington Nationals,Athletics
2025-08-06,2025-08-06,109,135,110.0,-133.0,2,3,Arizona Diamondbacks,San Diego Padres
2025-08-06,2025-08-06,136,145,-278.0,220.0,8,6,Seattle Mariners,Chicago White Sox
2025-08-06,2025-08-06,144,158,-130.0,110.0,4,5,Atlanta Braves,Milwaukee Brewers
2025-08-06,2025-08-06,111,118,-139.0,118.0,3,7,Boston Red Sox,Kansas City Royals
2025-08-06,2025-08-06,120,133,120.0,-143.0,2,1,Washington Nationals,Athletics
2025-08-06,2025-08-06,146,117,-115.0,-105.0,6,4,Miami Marlins,Houston Astros
2025-08-06,2025-08-06,119,138,-222.0,179.0,3,5,Los Angeles Dodgers,St. Louis Cardinals
2025-08-06,2025-08-06,108,139,100.0,-120.0,4,5,Los Angeles Angels,Tampa Bay Rays
2025-08-06,2025-08-06,115,141,220.0,-278.0,1,20,Colorado Rockies,Toronto Blue Jays
2025-08-06,2025-08-06,140,147,110.0,-130.0,2,3,Texas Rangers,New York Yankees
2025-08-06,2025-08-06,112,113,-130.0,110.0,6,1,Chicago Cubs,Cincinnati Reds
2025-08-06,2025-08-06,121,114,-182.0,150.0,1,4,New York Mets,Cleveland Guardians
2025-08-06,2025-08-06,116,142,-200.0,165.0,4,9,Detroit Tigers,Minnesota Twins
2025-08-06,2025-08-06,143,110,-179.0,145.0,1,5,Philadelphia Phillies,Baltimore Orioles
2025-08-06,2025-08-06,134,137,125.0,-149.0,2,4,Pittsburgh Pirates,San Francisco Giants
2025-08-05,2025-08-05,119,138,-182.0,150.0,12,6,Los Angeles Dodgers,St. Louis Cardinals
2025-08-05,2025-08-05,109,135,104.0,-125.0,5,10,Arizona Diamondbacks,San Diego Padres
2025-08-05,2025-08-05,136,145,-250.0,200.0,8,3,Seattle Mariners,Chicago White Sox
2025-08-05,2025-08-05,108,139,-130.0,110.0,3,7,Los Angeles Angels,Tampa Bay Rays
2025-08-05,2025-08-05,115,141,195.0,-238.0,4,10,Colorado Rockies,Toronto Blue Jays
2025-08-05,2025-08-05,112,113,-189.0,154.0,1,5,Chicago Cubs,Cincinnati Reds
2025-08-05,2025-08-05,140,147,-130.0,110.0,2,0,Texas Rangers,New York Yankees
2025-08-05,2025-08-05,144,158,125.0,-149.0,2,7,Atlanta Braves,Milwaukee Brewers
2025-08-05,2025-08-05,111,118,-250.0,200.0,6,2,Boston Red Sox,Kansas City Royals
2025-08-05,2025-08-05,121,114,-161.0,135.0,2,3,New York Mets,Cleveland Guardians
2025-08-05,2025-08-05,120,133,-135.0,114.0,7,16,Washington Nationals,Athletics
2025-08-05,2025-08-05,143,110,-143.0,120.0,5,0,Philadelphia Phillies,Baltimore Orioles
2025-08-05,2025-08-05,116,142,-149.0,125.0,3,6,Detroit Tigers,Minnesota Twins
2025-08-05,2025-08-05,146,117,-105.0,-115.0,3,7,Miami Marlins,Houston Astros
2025-08-05,2025-08-05,134,137,120.0,-143.0,1,8,Pittsburgh Pirates,San Francisco Giants
2025-08-04,2025-08-04,119,138,-175.0,145.0,2,3,Los Angeles Dodgers,St. Louis Cardinals
2025-08-04,2025-08-04,109,135,110.0,-130.0,6,2,Arizona Diamondbacks,San Diego Padres
2025-08-04,2025-08-04,108,139,-118.0,-102.0,5,1,Los Angeles Angels,Tampa Bay Rays
2025-08-04,2025-08-04,115,141,179.0,-222.0,1,15,Colorado Rockies,Toronto Blue Jays
2025-08-04,2025-08-04,112,113,-135.0,114.0,2,3,Chicago Cubs,Cincinnati Reds
2025-08-04,2025-08-04,140,147,114.0,-139.0,8,5,Texas Rangers,New York Yankees
2025-08-04,2025-08-04,144,158,114.0,-139.0,1,3,Atlanta Braves,Milwaukee Brewers
2025-08-04,2025-08-04,111,118,-167.0,140.0,8,5,Boston Red Sox,Kansas City Royals
2025-08-04,2025-08-04,121,114,-200.0,165.0,6,7,New York Mets,Cleveland Guardians
2025-08-04,2025-08-04,143,110,-208.0,170.0,13,3,Philadelphia Phillies,Baltimore Orioles
2025-08-04,2025-08-04,116,142,-189.0,154.0,6,3,Detroit Tigers,Minnesota Twins
2025-08-04,2025-08-04,146,117,-135.0,114.0,2,8,Miami Marlins,Houston Astros
2025-08-04,2025-08-04,134,137,110.0,-130.0,5,4,Pittsburgh Pirates,San Francisco Giants
2025-08-03,2025-08-03,143,116,-189.0,154.0,2,0,Philadelphia Phillies,Detroit Tigers
2025-08-03,2025-08-03,135,138,-200.0,165.0,7,3,San Diego Padres,St. Louis Cardinals
2025-08-03,2025-08-03,136,140,120.0,-143.0,5,4,Seattle Mariners,Texas Rangers
2025-08-03,2025-08-03,108,145,-135.0,114.0,8,5,Los Angeles Angels,Chicago White Sox
2025-08-03,2025-08-03,133,109,-130.0,110.0,4,6,Athletics,Arizona Diamondbacks
2025-08-03,2025-08-03,115,134,129.0,-154.0,5,9,Colorado Rockies,Pittsburgh Pirates
2025-08-03,2025-08-03,112,110,-189.0,154.0,5,3,Chicago Cubs,Baltimore Orioles
2025-08-03,2025-08-03,114,142,-169.0,140.0,4,5,Cleveland Guardians,Minnesota Twins
2025-08-03,2025-08-03,146,147,100.0,-120.0,7,3,Miami Marlins,New York Yankees
2025-08-03,2025-08-03,121,137,-167.0,140.0,4,12,New York Mets,San Francisco Giants
2025-08-03,2025-08-03,141,118,-149.0,125.0,4,7,Toronto Blue Jays,Kansas City Royals
2025-08-03,2025-08-03,120,158,120.0,-143.0,3,14,Washington Nationals,Milwaukee Brewers
2025-08-03,2025-08-03,113,144,,,2,4,Cincinnati Reds,Atlanta Braves
2025-08-03,2025-08-03,139,119,135.0,-161.0,0,3,Tampa Bay Rays,Los Angeles Dodgers
2025-08-03,2025-08-03,111,117,110.0,-130.0,6,1,Boston Red Sox,Houston Astros
2025-08-02,2025-08-02,135,138,-161.0,135.0,5,8,San Diego Padres,St. Louis Cardinals
2025-08-02,2025-08-02,108,145,-137.0,114.0,0,1,Los Angeles Angels,Chicago White Sox
2025-08-02,2025-08-02,133,109,-130.0,110.0,2,7,Athletics,Arizona Diamondbacks
2025-08-02,2025-08-02,111,117,-137.0,114.0,7,3,Boston Red Sox,Houston Astros
2025-08-02,2025-08-02,114,142,-161.0,135.0,5,4,Cleveland Guardians,Minnesota Twins
2025-08-02,2025-08-02,146,147,-115.0,-105.0,2,0,Miami Marlins,New York Yankees
2025-08-02,2025-08-02,121,137,-200.0,165.0,12,6,New York Mets,San Francisco Giants
2025-08-02,2025-08-02,136,140,-130.0,110.0,4,6,Seattle Mariners,Texas Rangers
2025-08-02,2025-08-02,143,116,-115.0,-105.0,5,7,Philadelphia Phillies,Detroit Tigers
2025-08-02,2025-08-02,120,158,154.0,-189.0,2,8,Washington Nationals,Milwaukee Brewers
2025-08-02,2025-08-02,115,134,190.0,-238.0,8,5,Colorado Rockies,Pittsburgh Pirates
2025-08-02,2025-08-02,141,118,-143.0,120.0,4,2,Toronto Blue Jays,Kansas City Royals
2025-08-02,2025-08-02,112,110,-238.0,195.0,3,4,Chicago Cubs,Baltimore Orioles
2025-08-02,2025-08-02,139,119,-102.0,-118.0,4,0,Tampa Bay Rays,Los Angeles Dodgers
2025-08-01,2025-08-01,136,140,-200.0,165.0,4,3,Seattle Mariners,Texas Rangers
2025-08-01,2025-08-01,133,109,-137.0,114.0,5,1,Athletics,Arizona Diamondbacks
2025-08-01,2025-08-01,135,138,-208.0,170.0,4,1,San Diego Padres,St. Louis Cardinals
2025-08-01,2025-08-01,108,145,-137.0,114.0,3,6,Los Angeles Angels,Chicago White Sox
2025-08-01,2025-08-01,115,134,120.0,-141.0,17,16,Colorado Rockies,Pittsburgh Pirates
2025-08-01,2025-08-01,139,119,-102.0,-118.0,0,5,Tampa Bay Rays,Los Angeles Dodgers
2025-08-01,2025-08-01,111,117,104.0,-125.0,2,1,Boston Red Sox,Houston Astros
2025-08-01,2025-08-01,114,142,-125.0,104.0,3,2,Cleveland Guardians,Minnesota Twins
2025-08-01,2025-08-01,146,147,135.0,-161.0,13,12,Miami Marlins,New York Yankees
2025-08-01,2025-08-01,121,137,-149.0,125.0,3,4,New York Mets,San Francisco Giants
2025-08-01,2025-08-01,141,118,-154.0,129.0,3,9,Toronto Blue Jays,Kansas City Royals
2025-08-01,2025-08-01,143,116,-149.0,125.0,5,4,Philadelphia Phillies,Detroit Tigers
2025-08-01,2025-08-01,120,158,129.0,-154.0,9,16,Washington Nationals,Milwaukee Brewers
2025-08-01,2025-08-01,112,110,-149.0,125.0,1,0,Chicago Cubs,Baltimore Orioles
2025-08-01,2025-08-01,113,144,-143.0,120.0,3,2,Cincinnati Reds,Atlanta Braves
2025-07-31,2025-07-31,136,140,-175.0,145.0,6,0,Seattle Mariners,Texas Rangers
2025-07-31,2025-07-31,113,144,-169.0,140.0,11,12,Cincinnati Reds,Atlanta Braves
2025-07-31,2025-07-31,147,139,100.0,-120.0,7,4,New York Yankees,Tampa Bay Rays
2025-07-30,2025-07-30,133,136,125.0,-149.0,5,4,Athletics,Seattle Mariners
2025-07-30,2025-07-30,108,140,110.0,-130.0,3,6,Los Angeles Angels,Texas Rangers
2025-07-30,2025-07-30,138,146,-141.0,120.0,0,2,St. Louis Cardinals,Miami Marlins
2025-07-30,2025-07-30,113,119,140.0,-167.0,5,2,Cincinnati Reds,Los Angeles Dodgers
2025-07-30,2025-07-30,147,139,-141.0,120.0,5,4,New York Yankees,Tampa Bay Rays
2025-07-30,2025-07-30,114,115,-175.0,145.0,5,0,Cleveland Guardians,Colorado Rockies
2025-07-30,2025-07-30,135,121,-120.0,100.0,5,0,San Diego Padres,New York Mets
2025-07-30,2025-07-30,137,134,-208.0,170.0,1,2,San Francisco Giants,Pittsburgh Pirates
2025-07-30,2025-07-30,118,144,-120.0,100.0,1,0,Kansas City Royals,Atlanta Braves
2025-07-30,2025-07-30,158,112,-125.0,104.0,3,10,Milwaukee Brewers,Chicago Cubs
2025-07-30,2025-07-30,145,143,120.0,-143.0,9,3,Chicago White Sox,Philadelphia Phillies
2025-07-30,2025-07-30,117,120,-110.0,-110.0,9,1,Houston Astros,Washington Nationals
2025-07-30,2025-07-30,116,109,-130.0,110.0,7,2,Detroit Tigers,Arizona Diamondbacks
2025-07-30,2025-07-30,142,111,-120.0,100.0,1,13,Minnesota Twins,Boston Red Sox
2025-07-30,2025-07-30,110,141,-120.0,100.0,8,9,Baltimore Orioles,Toronto Blue Jays
2025-07-29,2025-07-29,133,136,-110.0,-110.0,6,1,Athletics,Seattle Mariners
2025-07-29,2025-07-29,137,134,-167.0,140.0,1,3,San Francisco Giants,Pittsburgh Pirates
2025-07-29,2025-07-29,135,121,110.0,-130.0,7,1,San Diego Padres,New York Mets
2025-07-29,2025-07-29,108,140,-133.0,110.0,8,5,Los Angeles Angels,Texas Rangers
2025-07-29,2025-07-29,117,120,-125.0,104.0,7,4,Houston Astros,Washington Nationals
2025-07-29,2025-07-29,138,146,-149.0,125.0,0,5,St. Louis Cardinals,Miami Marlins
2025-07-29,2025-07-29,118,144,-125.0,104.0,9,6,Kansas City Royals,Atlanta Braves
2025-07-29,2025-07-29,142,111,104.0,-125.0,5,8,Minnesota Twins,Boston Red Sox
2025-07-29,2025-07-29,158,112,-130.0,110.0,9,3,Milwaukee Brewers,Chicago Cubs
2025-07-29,2025-07-29,145,143,150.0,-182.0,3,6,Chicago White Sox,Philadelphia Phillies
2025-07-29,2025-07-29,113,119,125.0,-149.0,4,5,Cincinnati Reds,Los Angeles Dodgers
2025-07-29,2025-07-29,147,139,-192.0,160.0,7,5,New York Yankees,Tampa Bay Rays
2025-07-29,2025-07-29,116,109,-161.0,135.0,12,2,Detroit Tigers,Arizona Diamondbacks
2025-07-29,2025-07-29,114,115,-200.0,165.0,10,4,Cleveland Guardians,Colorado Rockies
2025-07-29,2025-07-29,110,141,104.0,-125.0,3,2,Baltimore Orioles,Toronto Blue Jays
2025-07-29,2025-07-29,110,141,-120.0,100.0,16,4,Baltimore Orioles,Toronto Blue Jays
2025-07-28,2025-07-28,133,136,104.0,-125.0,1,3,Athletics,Seattle Mariners
2025-07-28,2025-07-28,137,134,-135.0,114.0,5,6,San Francisco Giants,Pittsburgh Pirates
2025-07-28,2025-07-28,135,121,-130.0,110.0,7,6,San Diego Padres,New York Mets
2025-07-28,2025-07-28,108,140,179.0,-222.0,6,4,Los Angeles Angels,Texas Rangers
2025-07-28,2025-07-28,117,120,-278.0,220.0,1,2,Houston Astros,Washington Nationals
2025-07-28,2025-07-28,138,146,-125.0,104.0,7,1,St. Louis Cardinals,Miami Marlins
2025-07-28,2025-07-28,118,144,140.0,-169.0,7,10,Kansas City Royals,Atlanta Braves
2025-07-28,2025-07-28,142,111,-110.0,-110.0,5,4,Minnesota Twins,Boston Red Sox
2025-07-28,2025-07-28,158,112,-105.0,-115.0,8,4,Milwaukee Brewers,Chicago Cubs
2025-07-28,2025-07-28,145,143,195.0,-238.0,6,2,Chicago White Sox,Philadelphia Phillies
2025-07-28,2025-07-28,113,119,125.0,-149.0,2,5,Cincinnati Reds,Los Angeles Dodgers
2025-07-28,2025-07-28,147,139,-130.0,110.0,2,4,New York Yankees,Tampa Bay Rays
2025-07-28,2025-07-28,116,109,-135.0,114.0,5,1,Detroit Tigers,Arizona Diamondbacks
2025-07-28,2025-07-28,114,115,-278.0,220.0,6,8,Cleveland Guardians,Colorado Rockies
2025-07-28,2025-07-28,110,141,-102.0,-118.0,11,4,Baltimore Orioles,Toronto Blue Jays
2025-07-27,2025-07-27,137,121,104.0,-125.0,3,5,San Francisco Giants,New York Mets
2025-07-27,2025-07-27,108,136,145.0,-175.0,4,1,Los Angeles Angels,Seattle Mariners
2025-07-27,2025-07-27,140,144,-125.0,104.0,8,1,Texas Rangers,Atlanta Braves
2025-07-27,2025-07-27,138,135,-125.0,104.0,2,9,St. Louis Cardinals,San Diego Padres
2025-07-27,2025-07-27,117,133,-143.0,120.0,1,7,Houston Astros,Athletics
2025-07-27,2025-07-27,145,112,145.0,-175.0,4,5,Chicago White Sox,Chicago Cubs
2025-07-27,2025-07-27,118,114,-133.0,114.0,4,1,Kansas City Royals,Cleveland Guardians
2025-07-27,2025-07-27,158,146,-154.0,129.0,3,2,Milwaukee Brewers,Miami Marlins
2025-07-27,2025-07-27,142,120,-175.0,145.0,2,7,Minnesota Twins,Washington Nationals
2025-07-27,2025-07-27,113,139,-110.0,-110.0,2,1,Cincinnati Reds,Tampa Bay Rays
2025-07-27,2025-07-27,116,141,-118.0,-102.0,10,4,Detroit Tigers,Toronto Blue Jays
2025-07-27,2025-07-27,134,109,-149.0,125.0,6,0,Pittsburgh Pirates,Arizona Diamondbacks
2025-07-27,2025-07-27,110,115,-208.0,170.0,5,1,Baltimore Orioles,Colorado Rockies
2025-07-27,2025-07-27,111,119,-105.0,-115.0,4,3,Boston Red Sox,Los Angeles Dodgers
2025-07-27,2025-07-27,147,143,114.0,-133.0,4,3,New York Yankees,Philadelphia Phillies
2025-07-26,2025-07-26,108,136,110.0,-133.0,2,7,Los Angeles Angels,Seattle Mariners
2025-07-26,2025-07-26,137,121,-115.0,-105.0,1,2,San Francisco Giants,New York Mets
2025-07-26,2025-07-26,134,109,125.0,-149.0,2,0,Pittsburgh Pirates,Arizona Diamondbacks
2025-07-26,2025-07-26,111,119,-169.0,140.0,4,2,Boston Red Sox,Los Angeles Dodgers
2025-07-26,2025-07-26,118,114,-133.0,110.0,4,6,Kansas City Royals,Cleveland Guardians
2025-07-26,2025-07-26,138,135,-143.0,120.0,1,3,St. Louis Cardinals,San Diego Padres
2025-07-26,2025-07-26,117,133,-182.0,150.0,1,5,Houston Astros,Athletics
2025-07-26,2025-07-26,145,112,154.0,-189.0,1,6,Chicago White Sox,Chicago Cubs
2025-07-26,2025-07-26,158,146,-169.0,140.0,4,7,Milwaukee Brewers,Miami Marlins
2025-07-26,2025-07-26,142,120,-250.0,200.0,3,9,Minnesota Twins,Washington Nationals
2025-07-26,2025-07-26,140,144,-110.0,-110.0,6,5,Texas Rangers,Atlanta Braves
