major_line,group_company,subsidiary,effective_date,disposition_date,overall_rate_effect_header,indicated_pct,impact_pct,written_premium_change,policyholders_affected,written_premium_for_program,maximum_pct,minimum_pct,filing_action,data_n_a
PPA,,American Hallmark Insurance Company of Texas,05/25/26,05/22/26,18.7,18.7,0.44,9603,2825,2196722,15.0,-15.0,Rate,False
HO,,Markel American Insurance Company,07/15/25,05/14/26,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
PPA,,Branch Insurance Exchange,06/01/26,05/14/26,,0.0,0.0,0,96,84547,0.0,0.0,Rate,False
PPA,,Economy Premier Assurance Company,05/01/26,05/11/26,6.1,6.1,0.1,12090,3807,12089553,15.0,0.0,Rate,False
HO,,,05/21/26,05/07/26,,,,,,,,,Rate,False
PPA,,Hartford Insurance Company of Illinois,04/02/26,04/28/26,4.3,4.3,2.4,1254,40,52259,17.1,-2.9,Rate,False
PPA,,Hartford Insurance Company of the Southeast,04/02/26,04/28/26,4.3,4.3,2.1,46225,2360,2201202,17.0,-6.8,Rate,False
PPA,,Hartford Insurance Company of Illinois,04/02/26,04/28/26,4.3,4.3,2.4,1254,40,52259,17.1,-2.9,Rate,False
PPA,,Hartford Insurance Company of the Southeast,04/02/26,04/28/26,4.3,4.3,2.1,46225,2360,2201202,17.0,-6.8,Rate,False
HO,State Farm Group,,06/01/26,04/27/26,,,,,,,,,Rate,False
PPA,,Allstate North American Insurance Company,05/05/26,04/23/26,,0.0,-1.1,-248706,8327,22609626,0.0,0.0,Rate,False
PPA,,Allstate Fire and Casualty Insurance Company,05/11/26,04/20/26,,0.0,0.0,0,0,97353542,0.0,0.0,Rate,False
PPA,,,04/14/26,04/14/26,,,,,,,,,Rate,False
PPA,,Root Insurance Company,05/08/26,04/14/26,-4.6,-4.6,0.0,0,7605,19910595,28.3,-20.92,Rate,False
HO,,Homesite Insurance Company,04/15/26,04/13/26,,0.0,-1.0,-359813,19355,37696879,0.0,-11.8,Rate,False
PPA,,Farmers Insurance Exchange,04/26/26,04/06/26,-11.7,-11.7,0.0,-1984,12238,26916404,17.3,-14.0,Rate,False
PPA,,Loya Insurance Company,04/06/26,03/27/26,5.5,5.5,-0.1,-18563,11265,18563018,15.0,-16.6,Rate,False
PPA,,,04/08/26,03/27/26,,,,,,,,,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,Sentry Insurance Company,03/12/26,02/13/26,,0.0,0.0,0,22982,46643331,0.0,0.0,Rate,False
PPA,BAMR US PC Group,American National Property And Casualty Company,04/03/26,02/13/26,2.6,2.6,2.6,85543,1610,3322685,7.9,-2.9,Rate,False
PPA,,Unique Insurance Company,02/26/26,02/11/26,,0.0,0.0,0,1505,2411606,3.9,-27.3,Rate,False
HO,,,02/20/26,02/11/26,,,,,,,,,Rate,False
PPA,,,06/01/26,02/05/26,,,,,,,,,Rate,False
HO,,The Cincinnati Casualty Company,05/15/26,02/05/26,8.457,8.457,7.983,210518,771,2637044,29.621,-9.589,Rate,False
PPA,State Farm Group,,04/06/26,02/02/26,,,,,,,,,Rate,False
PPA,State Farm Group,,04/06/26,02/02/26,,,,,,,,,Rate,False
PPA,,Young America Insurance Company,02/13/26,01/27/26,8.8,8.8,0.2,15706,5008,7852801,16.7,-16.4,Rate,False
PPA,International Group,AIG Property Casualty Company,06/01/26,01/27/26,36.1,36.1,29.9,190615,188,636967,89.8,-38.5,Rate,False
PPA,,,01/27/26,01/27/26,,,,,,,,,Rate,True
PPA,,,01/26/26,01/26/26,,,,,,,,,Rate,True
PPA,,Loya Insurance Company,02/02/26,01/23/26,1.2,1.2,-5.1,-946714,10912,18563018,0.0,-15.8,Rate,False
PPA,State Farm Group,"MGA Insurance Company, Inc.",01/23/26,01/22/26,-12.1,-12.1,-11.2,-1214409,7748,10832110,-60.5,97.6,Rate,False
PPA,,American Family Home Insurance Company,05/01/26,01/22/26,5.3,5.3,4.2,32015,1688,771382,20.4,0.0,Rate,False
HO,,American Economy Insurance Company,01/29/26,01/13/26,10.1,10.1,3.0,1315474,18080,43466923,36.5,-11.3,Rate,False
PPA,,,03/17/26,01/13/26,,,,,,,,,Rate,True
HO,,Safeco Insurance Company of America,03/12/26,01/09/26,10.1,10.1,3.0,784538,7487,26239345,3.1,1.9,Rate,False
PPA,Amica Mutual Group,Amica Mutual Insurance Company,05/01/26,01/09/26,-5.0,-5.0,-2.1,-153090,2802,7289987,7.0,-18.0,Rate,False
HO,,Allstate Indemnity Company,02/02/26,01/09/26,17.6,17.6,17.6,320168,979,1817447,19.8,9.9,Rate,False
HO,,Allstate Vehicle and Property Insurance Company,01/12/26,01/09/26,,0.0,0.0,0,35169,74117120,8.1,-5.2,Rate,False
HO,Amica Mutual Group,,05/01/26,01/09/26,,,,,,,,,Rate,False
PPA,,Farmers Insurance Company of Arizona,12/15/25,01/05/26,3.6,3.6,3.0,2690977,33425,89816571,14.1,-14.0,Rate,False
PPA,,Farmers Insurance Exchange,12/15/25,01/05/26,3.6,3.6,3.0,468190,7434,15895325,17.6,-12.6,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-4.9,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
HO,,Liberty Mutual Fire Insurance Company,02/13/26,12/15/25,4.2,4.2,3.0,75129,591,2480741,4.51,2.54,Rate,False
PPA,,American Hallmark Insurance Company of Texas,02/10/26,12/15/25,,0.0,0.07,-11633,3217,2713344,15.0,-15.0,Rate,False
HO,,Liberty Mutual Insurance Company,01/09/26,12/15/25,4.2,4.2,3.1,5303,80,173604,3.3,2.8,Rate,False
HO,,Liberty Mutual Personal Insurance Company,01/09/26,12/15/25,4.2,4.2,3.0,143251,2822,4726797,3.5,2.1,Rate,False
HO,,Liberty Mutual Insurance Company,01/09/26,12/15/25,4.2,4.2,3.1,5303,80,173604,3.3,2.8,Rate,False
HO,,Liberty Mutual Personal Insurance Company,01/09/26,12/15/25,4.2,4.2,3.0,143251,2822,4726797,3.5,2.1,Rate,False
HO,,LM Insurance Corporation,01/09/26,12/15/25,4.2,4.2,3.0,36024,260,1208519,3.1,1.9,Rate,False
HO,,Liberty Insurance Corporation,01/09/26,12/15/25,4.2,4.2,3.0,677969,7155,22733436,3.4,2.0,Rate,False
PPA,,Sentry Select Insurance Company,12/22/25,12/12/25,,0.0,0.0,0,1192,1200170,49.3,-32.6,Rate,False
PPA,,Imperial Fire and Casualty Insurance Company,12/15/25,12/12/25,,0.0,-15.2,-4695,10,30867,-10.94,-17.23,Rate,False
HO,Fortegra P&C Group,Lyndon Southern Insurance Company,02/15/26,12/02/25,6.0,6.0,4.5,244201,4633,5441594,42.5,-38.0,Rate,False
PPA,State Farm Group,,11/10/25,11/21/25,,,,,,,,,Rate,False
PPA,State Farm Group,,11/10/25,11/21/25,,,,,,,,,Rate,False
HO,State Farm Group,,11/15/25,11/21/25,,,,,,,,,Rate,False
PPA,,Bristol West Insurance Company,11/07/25,11/20/25,3.4,3.4,-0.1,-24209,17626,24208679,14.0,-6.0,Rate,False
HO,,Allstate Insurance Company,11/17/25,11/20/25,5.2,5.2,5.2,372059,4657,7154984,5.5,1.7,Rate,False
HO,,Allstate Vehicle and Property Insurance Company,11/17/25,11/20/25,6.2,6.2,6.2,4224977,32993,68144795,10.7,1.8,Rate,False
HO,,"Acuity, A Mutual Insurance Company",12/29/25,11/20/25,13.0,13.0,12.5,543799,1666,4351347,58.2,-2.1,Rate,False
PPA,,,11/20/25,11/20/25,,,,,,,,,Rate,True
PPA,,Unique Insurance Company,11/19/25,11/18/25,,0.0,-6.7,-156128,1914,2337451,32.9,-43.3,Rate,False
HO,,,12/12/25,11/18/25,,,,,,,,,Rate,False
PPA,USAA Group,,01/19/26,10/23/25,,,,,,,,,Rate,False
HO,,Allstate Indemnity Company,11/17/25,10/20/25,11.5,11.5,11.5,613313,3175,5333153,12.0,8.2,Rate,False
PPA,,American Economy Insurance Company,11/17/25,10/17/25,,0.0,0.0,0,5170,11418476,0.0,0.0,Rate,False
PPA,Ins Group,,10/09/25,10/17/25,,,,,,,,,Rate,True
HO,Amica Mutual Group,Amica Mutual Insurance Company,02/01/26,10/15/25,-2.5,-2.5,0.0,0,2777,5543223,9.0,-3.0,Rate,False
HO,,Hartford Insurance Company of Illinois,10/07/25,10/06/25,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
HO,,Hartford Insurance Company of the Southeast,10/07/25,10/06/25,,0.0,0.0,0,1205,1414047,23.7,-19.0,Rate,False
PPA,,Hartford Insurance Company of Illinois,10/07/25,10/06/25,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
PPA,,Hartford Insurance Company of the Southeast,10/07/25,10/06/25,,0.0,0.0,0,2066,1931849,22.9,-17.7,Rate,False
PPA,,Root Insurance Company,10/30/25,10/06/25,-0.7,-0.7,0.0,0,7498,18524779,139.6,-60.7,Rate,False
HO,Travelers Group,,11/16/25,10/06/25,,,,,,,,,Rate,False
PPA,,Allstate North American Insurance Company,10/20/25,10/02/25,,0.0,-7.0,-320863,3107,4583751,0.3,-30.6,Rate,False
PPA,,,10/17/25,10/01/25,,,,,,,,,Rate,True
PPA,,,10/17/25,10/01/25,,,,,,,,,Rate,True
PPA,,,10/17/25,10/01/25,,,,,,,,,Rate,True
PPA,Amica Mutual Group,,12/01/25,10/01/25,,,,,,,,,Rate,True
PPA,Ins Group,GEICO Secure Insurance Company,09/22/25,09/29/25,3.9,3.9,2.5,2665366,44348,106614632,34.3,-19.5,Rate,False
PPA,,Integon Indemnity Corporation,09/25/25,09/29/25,2.5,2.5,-4.2,-915557,9367,21663291,6.7,-21.4,Rate,False
PPA,,"Acuity, A Mutual Insurance Company",12/03/25,09/29/25,4.8,4.8,3.0,114802,1517,3818593,7.8,0.0,Rate,False
PPA,,Central Insurance Company,11/01/25,09/11/25,5.6,5.6,4.8,231773,1645,4822458,9.3,0.0,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-8.5,-19709,83,230824,-1.3,-23.4,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,08/29/25,09/10/25,-7.6,-2.9,-0.5,-1307976,121648,257201321,24.0,-17.1,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-2.8,-4318663,67332,154925920,18.1,-26.9,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-7.5,-76837,419,1026481,12.3,-22.5,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-8.5,-19709,83,230824,-1.3,-23.4,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,08/29/25,09/10/25,-7.6,-2.9,-0.5,-1307976,121648,257201321,24.0,-17.1,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-2.8,-4318663,67332,154925920,18.1,-26.9,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-7.5,-76837,419,1026481,12.3,-22.5,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-8.5,-19709,83,230824,-1.3,-23.4,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,08/29/25,09/10/25,-7.6,-2.9,-0.5,-1307976,121648,257201321,24.0,-17.1,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-2.8,-4318663,67332,154925920,18.1,-26.9,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,08/29/25,09/10/25,-7.6,-7.6,-7.5,-76837,419,1026481,12.3,-22.5,Rate,False
PPA,Insurance Group,American Hallmark Insurance Company of Texas,08/29/25,09/10/25,-2.9,18.7,0.44,9603,2825,2196722,15.0,-15.0,Rate,False
HO,,Markel American Insurance Company,07/15/25,05/14/26,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
PPA,,Branch Insurance Exchange,06/01/26,05/14/26,,0.0,0.0,0,96,84547,0.0,0.0,Rate,False
PPA,,Economy Premier Assurance Company,05/01/26,05/11/26,6.1,6.1,0.1,12090,3807,12089553,15.0,0.0,Rate,False
HO,,,05/21/26,05/07/26,,,,,,,,,Rate,False
PPA,,Hartford Insurance Company of Illinois,04/02/26,04/28/26,4.3,4.3,2.4,1254,40,52259,17.1,-2.9,Rate,False
PPA,,Hartford Insurance Company of the Southeast,04/02/26,04/28/26,4.3,4.3,2.1,46225,2360,2201202,17.0,-6.8,Rate,False
PPA,,Hartford Insurance Company of Illinois,04/02/26,04/28/26,4.3,4.3,2.4,1254,40,52259,17.1,-2.9,Rate,False
PPA,,Hartford Insurance Company of the Southeast,04/02/26,04/28/26,4.3,4.3,2.1,46225,2360,2201202,17.0,-6.8,Rate,False
HO,State Farm Group,,06/01/26,04/27/26,,,,,,,,,Rate,False
PPA,,Allstate North American Insurance Company,05/05/26,04/23/26,,0.0,-1.1,-248706,8327,22609626,0.0,0.0,Rate,False
PPA,,Allstate Fire and Casualty Insurance Company,05/11/26,04/20/26,,0.0,0.0,0,0,97353542,0.0,0.0,Rate,False
PPA,,,04/14/26,04/14/26,,,,,,,,,Rate,False
PPA,,Root Insurance Company,05/08/26,04/14/26,-4.6,-4.6,0.0,0,7605,19910595,28.3,-20.92,Rate,False
HO,,Homesite Insurance Company,04/15/26,04/13/26,,0.0,-1.0,-359813,19355,37696879,0.0,-11.8,Rate,False
PPA,,Farmers Insurance Exchange,04/26/26,04/06/26,-11.7,-11.7,0.0,-1984,12238,26916404,17.3,-14.0,Rate,False
PPA,,Loya Insurance Company,04/06/26,03/27/26,5.5,5.5,-0.1,-18563,11265,18563018,15.0,-16.6,Rate,False
PPA,,,04/08/26,03/27/26,,,,,,,,,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
HO,,Farmers Insurance Company of Arizona,03/22/26,03/04/26,10.4,10.4,5.4,662000,5497,12367000,5.8,3.92,Rate,False
HO,,Farmers Insurance Exchange,03/22/26,03/04/26,10.4,10.4,5.6,3606000,27120,64151000,7.51,-8.5,Rate,False
HO,,Fire Insurance Exchange,03/22/26,03/04/26,10.4,10.4,3.3,707000,17510,21464000,72.62,-44.35,Rate,False
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,,04/01/26,02/24/26,,,,,,,,,Rate,True
PPA,,Sentry Insurance Company,03/12/26,02/13/26,,0.0,0.0,0,22982,46643331,0.0,0.0,Rate,False
PPA,BAMR US PC Group,American National Property And Casualty Company,04/03/26,02/13/26,2.6,2.6,2.6,85543,1610,3322685,7.9,-2.9,Rate,False
PPA,,Unique Insurance Company,02/26/26,02/11/26,,0.0,0.0,0,1505,2411606,3.9,-27.3,Rate,False
HO,,,02/20/26,02/11/26,,,,,,,,,Rate,False
PPA,,,06/01/26,02/05/26,,,,,,,,,Rate,False
HO,,The Cincinnati Casualty Company,05/15/26,02/05/26,8.457,8.457,7.983,210518,771,2637044,29.621,-9.589,Rate,False
PPA,State Farm Group,,04/06/26,02/02/26,,,,,,,,,Rate,False
PPA,State Farm Group,,04/06/26,02/02/26,,,,,,,,,Rate,False
PPA,,Young America Insurance Company,02/13/26,01/27/26,8.8,8.8,0.2,15706,5008,7852801,16.7,-16.4,Rate,False
PPA,International Group,AIG Property Casualty Company,06/01/26,01/27/26,36.1,36.1,29.9,190615,188,636967,89.8,-38.5,Rate,False
PPA,,,01/27/26,01/27/26,,,,,,,,,Rate,True
PPA,,,01/26/26,01/26/26,,,,,,,,,Rate,True
PPA,,Loya Insurance Company,02/02/26,01/23/26,1.2,1.2,-5.1,-946714,10912,18563018,0.0,-15.8,Rate,False
PPA,State Farm Group,"MGA Insurance Company, Inc.",01/23/26,01/22/26,-12.1,-12.1,-11.2,-1214409,7748,10832110,-60.5,97.6,Rate,False
PPA,,American Family Home Insurance Company,05/01/26,01/22/26,5.3,5.3,4.2,32015,1688,771382,20.4,0.0,Rate,False
HO,,American Economy Insurance Company,01/29/26,01/13/26,10.1,10.1,3.0,1315474,18080,43466923,36.5,-11.3,Rate,False
PPA,,,03/17/26,01/13/26,,,,,,,,,Rate,True
HO,,Safeco Insurance Company of America,03/12/26,01/09/26,10.1,10.1,3.0,784538,7487,26239345,3.1,1.9,Rate,False
PPA,Amica Mutual Group,Amica Mutual Insurance Company,05/01/26,01/09/26,-5.0,-5.0,-2.1,-153090,2802,7289987,7.0,-18.0,Rate,False
HO,,Allstate Indemnity Company,02/02/26,01/09/26,17.6,17.6,17.6,320168,979,1817447,19.8,9.9,Rate,False
HO,,Allstate Vehicle and Property Insurance Company,01/12/26,01/09/26,,0.0,0.0,0,35169,74117120,8.1,-5.2,Rate,False
HO,Amica Mutual Group,,05/01/26,01/09/26,,,,,,,,,Rate,False
PPA,,Farmers Insurance Company of Arizona,12/15/25,01/05/26,3.6,3.6,3.0,2690977,33425,89816571,14.1,-14.0,Rate,False
PPA,,Farmers Insurance Exchange,12/15/25,01/05/26,3.6,3.6,3.0,468190,7434,15895325,17.6,-12.6,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-4.9,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-4.9,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
PPA,Insurance Group,Progressive Casualty Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.9,-16750,92,243457,-2.5,-9.9,Rate,False
PPA,Insurance Group,Progressive Direct Insurance Company,12/19/25,12/19/25,-9.2,-4.9,-1.9,-4200780,105181,222476700,1.9,-6.3,Rate,False
PPA,Insurance Group,Progressive Northern Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-7.1,-10399755,64079,146018053,-1.3,-12.6,Rate,False
PPA,Insurance Group,Progressive Preferred Insurance Company,12/19/25,12/19/25,-9.2,-9.2,-6.5,-72059,455,1101243,-2.8,-10.1,Rate,False
HO,,Liberty Mutual Fire Insurance Company,02/13/26,12/15/25,4.2,4.2,3.0,75129,591,2480741,4.51,2.54,Rate,False
PPA,,American Hallmark Insurance Company of Texas,02/10/26,12/15/25,,0.0,0.07,-11633,3217,2713344,15.0,-15.0,Rate,False
HO,,Liberty Mutual Insurance Company,01/09/26,12/15/25,4.2,4.2,3.1,5303,80,173604,3.3,2.8,Rate,False
HO,,Liberty Mutual Personal Insurance Company,01/09/26,12/15/25,4.2,4.2,3.0,143251,2822,4726797,3.5,2.1,Rate,False
HO,,Liberty Mutual Insurance Company,01/09/26,12/15/25,4.2,4.2,3.1,5303,80,173604,3.3,2.8,Rate,False
HO,,Liberty Mutual Personal Insurance Company,01/09/26,12/15/25,4.2,4.2,3.0,143251,2822,4726797,3.5,2.1,Rate,False
HO,,LM Insurance Corporation,01/09/26,12/15/25,4.2,4.2,3.0,36024,260,1208519,3.1,1.9,Rate,False
HO,,Liberty Insurance Corporation,01/09/26,12/15/25,4.2,4.2,3.0,677969,7155,22733436,3.4,2.0,Rate,False
PPA,,Sentry Select Insurance Company,12/22/25,12/12/25,,0.0,0.0,0,1192,1200170,49.3,-32.6,Rate,False
PPA,,Imperial Fire and Casualty Insurance Company,12/15/25,12/12/25,,0.0,-15.2,-4695,10,30867,-10.94,-17.23,Rate,False
HO,Fortegra P&C Group,Lyndon Southern Insurance Company,02/15/26,12/02/25,6.0,6.0,4.5,244201,4633,5441594,42.5,-38.0,Rate,False
PPA,State Farm Group,,11/10/25,11/21/25,,,,,,,,,Rate,False
PPA,State Farm Group,,11/10/25,11/21/25,,,,,,,,,Rate,False
HO,State Farm Group,,11/15/25,11/21/25,,,,,,,,,Rate,False
PPA,,Bristol West Insurance Company,11/07/25,11/20/25,3.4,3.4,-0.1,-24209,17626,24208679,14.0,-6.0,Rate,False
HO,,Allstate Insurance Company,11/17/25,11/20/25,5.2,5.2,5.2,372059,4657,7154984,5.5,1.7,Rate,False
HO,,Allstate Vehicle and Property Insurance Company,11/17/25,11/20/25,6.2,6.2,6.2,4224977,32993,68144795,10.7,1.8,Rate,False
HO,,"Acuity, A Mutual Insurance Company",12/29/25,11/20/25,13.0,13.0,12.5,543799,1666,4351347,58.2,-2.1,Rate,False
PPA,,,11/20/25,11/20/25,,,,,,,,,Rate,True
PPA,,Unique Insurance Company,11/19/25,11/18/25,,0.0,-6.7,-156128,1914,2337451,32.9,-43.3,Rate,False
HO,,,12/12/25,11/18/25,,,,,,,,,Rate,False
PPA,USAA Group,,01/19/26,10/23/25,,,,,,,,,Rate,False
HO,,Allstate Indemnity Company,11/17/25,10/20/25,11.5,11.5,11.5,613313,3175,5333153,12.0,8.2,Rate,False
PPA,,American Economy Insurance Company,11/17/25,10/17/25,,0.0,0.0,0,5170,11418476,0.0,0.0,Rate,False
PPA,Ins Group,,10/09/25,10/17/25,,,,,,,,,Rate,True
HO,Amica Mutual Group,Amica Mutual Insurance Company,02/01/26,10/15/25,-2.5,-2.5,0.0,0,2777,5543223,9.0,-3.0,Rate,False
HO,,Hartford Insurance Company of Illinois,10/07/25,10/06/25,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
HO,,Hartford Insurance Company of the Southeast,10/07/25,10/06/25,,0.0,0.0,0,1205,1414047,23.7,-19.0,Rate,False
PPA,,Hartford Insurance Company of Illinois,10/07/25,10/06/25,,0.0,0.0,0,0,0,0.0,0.0,Rate,False
PPA,,Hartford Insurance Company of the Southeast,10/07/25,10/06/25,,0.0,0.0,0,2066,1931849,22.9,-17.7,Rate,False
