date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result
2025-04-07,778405,Seattle Mariners,Houston Astros,T-Mobile Park,45.01,43.29,1.7,57.5,0.0,9.2,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-07,778410,San Francisco Giants,Cincinnati Reds,Oracle Park,73.56,37.23,36.3,53.5,0.0,8.8,2,0,2,False,HOME,HOME,0.6339,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-07,778414,Athletics,San Diego Padres,Sutter Health Park,39.15,43.55,4.4,58.9,0.0,9.4,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778403,Detroit Tigers,New York Yankees,Comerica Park,43.96,39.17,4.8,54.1,0.0,9.1,5,5,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778402,Cleveland Guardians,Chicago White Sox,Progressive Field,59.63,33.62,26.0,55.8,0.0,9.1,1,1,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-08,778407,New York Mets,Miami Marlins,Citi Field,40.31,28.2,12.1,59.3,0.0,9.6,15,10,5,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-08,778408,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,69.16,53.21,15.9,52.1,0.0,8.5,8,3,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-08,778409,Washington Nationals,Los Angeles Dodgers,Nationals Park,28.47,27.59,0.9,65.5,0.0,10.1,10,8,2,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,PUSH
2025-04-08,778404,Boston Red Sox,Toronto Blue Jays,Fenway Park,48.79,36.77,12.0,55.9,0.0,9.2,7,1,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-08,778417,Tampa Bay Rays,Los Angeles Angels,George M. Steinbrenner Field,47.65,51.86,4.2,57.1,0.0,9.1,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778406,Atlanta Braves,Philadelphia Phillies,Truist Park,34.69,27.46,7.2,63.3,0.0,9.9,12,7,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778401,Chicago Cubs,Texas Rangers,Wrigley Field,48.86,49.56,0.7,52.2,0.0,8.8,16,10,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778400,Kansas City Royals,Minnesota Twins,Kauffman Stadium,36.43,28.15,8.3,62.9,0.0,9.9,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778394,Colorado Rockies,Milwaukee Brewers,Coors Field,44.91,36.09,8.8,59.7,0.0,9.5,8,1,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-08,778396,Arizona Diamondbacks,Baltimore Orioles,Chase Field,36.6,27.96,8.6,66.2,0.0,10.1,7,4,3,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-04-08,778398,Seattle Mariners,Houston Astros,T-Mobile Park,34.05,63.19,29.1,60.1,0.0,9.3,3,1,2,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-08,778397,San Francisco Giants,Cincinnati Reds,Oracle Park,49.14,34.35,14.8,56.8,0.0,9.3,1,0,1,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-08,778395,Athletics,San Diego Padres,Sutter Health Park,47.43,43.92,3.5,58.7,0.0,9.3,14,10,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778389,Pittsburgh Pirates,St. Louis Cardinals,PNC Park,41.61,41.83,0.2,58.3,0.0,9.4,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778390,New York Mets,Miami Marlins,Citi Field,37.24,30.22,7.0,62.2,0.0,9.8,5,0,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778387,Detroit Tigers,New York Yankees,Comerica Park,82.77,47.34,35.4,47.7,0.0,8.1,7,3,4,False,HOME,HOME,0.6569,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-09,778385,Chicago Cubs,Texas Rangers,Wrigley Field,51.06,58.33,7.3,53.8,0.0,8.7,8,2,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778381,Athletics,San Diego Padres,Sutter Health Park,38.11,34.5,3.6,60.8,0.0,9.6,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778380,Arizona Diamondbacks,Baltimore Orioles,Chase Field,48.55,23.34,25.2,66.3,0.0,10.0,9,9,0,True,HOME,HOME,0.5286,NO BET,,OVER,WIN,NO BET,LOSS
2025-04-09,778376,San Francisco Giants,Cincinnati Reds,Oracle Park,45.55,40.13,5.4,55.4,0.0,9.2,14,8,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778392,Washington Nationals,Los Angeles Dodgers,Nationals Park,36.45,28.19,8.3,62.9,0.0,9.9,11,5,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778383,Seattle Mariners,Houston Astros,T-Mobile Park,31.11,37.83,6.7,63.5,0.0,9.9,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778391,Cleveland Guardians,Chicago White Sox,Progressive Field,69.04,26.91,42.1,55.2,0.0,9.0,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-09,778386,Boston Red Sox,Toronto Blue Jays,Fenway Park,37.78,45.12,7.3,60.8,0.0,9.5,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778399,Tampa Bay Rays,Los Angeles Angels,George M. Steinbrenner Field,54.12,47.58,6.5,55.3,0.0,8.9,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-09,778393,Atlanta Braves,Philadelphia Phillies,Truist Park,44.33,30.33,14.0,61.5,0.0,9.7,7,3,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-09,778388,Kansas City Royals,Minnesota Twins,Kauffman Stadium,40.83,54.67,13.8,57.3,0.0,9.1,4,0,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-09,778379,Colorado Rockies,Milwaukee Brewers,Coors Field,49.39,50.24,0.9,55.2,0.0,9.0,19,2,17,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-10,778382,Tampa Bay Rays,Los Angeles Angels,George M. Steinbrenner Field,55.94,36.47,19.5,58.5,0.0,9.2,12,1,11,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-10,778378,Cleveland Guardians,Chicago White Sox,Progressive Field,76.22,31.79,44.4,53.0,0.0,8.7,7,6,1,True,HOME,HOME,0.6405,NO BET,,NO BET,WIN,NO BET,NO BET
2025-04-10,778373,Kansas City Royals,Minnesota Twins,Kauffman Stadium,38.35,51.1,12.8,60.0,0.0,9.4,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-10,778371,Colorado Rockies,Milwaukee Brewers,Coors Field,41.78,33.13,8.6,60.9,0.0,9.6,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-10,778377,Boston Red Sox,Toronto Blue Jays,Fenway Park,65.11,37.75,27.4,57.2,0.0,9.0,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-10,778384,Atlanta Braves,Philadelphia Phillies,Truist Park,31.91,31.88,0.0,62.2,0.0,9.8,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778375,Cleveland Guardians,Kansas City Royals,Progressive Field,53.74,46.61,7.1,50.8,0.0,8.7,7,7,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778374,Cincinnati Reds,Pittsburgh Pirates,Great American Ball Park,59.45,42.48,17.0,57.3,0.0,9.0,8,5,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-11,778367,Tampa Bay Rays,Atlanta Braves,George M. Steinbrenner Field,29.8,66.33,36.5,61.0,0.0,9.4,9,6,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-11,778369,Miami Marlins,Washington Nationals,loanDepot park,56.06,39.02,17.0,57.7,0.0,9.2,11,4,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-11,778366,Chicago White Sox,Boston Red Sox,Rate Field,48.18,54.81,6.6,56.7,0.0,9.0,12,11,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778368,Houston Astros,Los Angeles Angels,Daikin Park,44.16,30.93,13.2,62.9,0.0,9.7,17,14,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-11,778363,Minnesota Twins,Detroit Tigers,Target Field,37.49,38.05,0.6,59.9,0.0,9.6,13,6,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778365,St. Louis Cardinals,Philadelphia Phillies,Busch Stadium,27.03,51.7,24.7,61.7,0.0,9.6,2,2,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-11,778361,San Diego Padres,Colorado Rockies,Petco Park,51.07,37.35,13.7,58.7,0.0,9.3,8,8,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-11,778360,Seattle Mariners,Texas Rangers,T-Mobile Park,40.8,59.68,18.9,58.4,0.0,9.1,8,5,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-11,778364,Arizona Diamondbacks,Milwaukee Brewers,Chase Field,35.61,43.96,8.4,63.1,0.0,9.7,7,0,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778358,Athletics,New York Mets,Sutter Health Park,30.51,32.08,1.6,64.2,0.0,10.0,13,6,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-11,778356,Los Angeles Dodgers,Chicago Cubs,Dodger Stadium,44.68,24.54,20.1,63.2,0.0,9.8,3,3,0,True,HOME,HOME,0.5224,NO BET,,NO BET,WIN,NO BET,NO BET
2025-04-12,778348,Minnesota Twins,Detroit Tigers,Target Field,47.2,31.75,15.5,60.8,0.0,9.6,4,0,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-12,778347,St. Louis Cardinals,Philadelphia Phillies,Busch Stadium,38.82,60.58,21.8,57.3,0.0,9.1,5,1,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-12,778355,New York Yankees,San Francisco Giants,Yankee Stadium,41.03,44.64,3.6,53.4,0.0,9.0,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-12,778346,Athletics,New York Mets,Sutter Health Park,47.45,26.11,21.3,59.2,0.0,9.5,4,3,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-12,778362,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,37.63,34.07,3.6,61.0,0.0,9.7,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-12,778353,Tampa Bay Rays,Atlanta Braves,George M. Steinbrenner Field,43.69,58.03,14.3,52.9,0.0,8.8,9,4,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-12,778349,Chicago White Sox,Boston Red Sox,Rate Field,41.53,67.91,26.4,52.5,0.0,8.7,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-12,778354,Miami Marlins,Washington Nationals,loanDepot park,34.09,36.99,2.9,61.1,0.0,9.7,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-12,778359,Cleveland Guardians,Kansas City Royals,Progressive Field,36.1,23.96,12.1,59.4,0.0,9.7,9,6,3,True,HOME,HOME,0.5254,NO BET,,NO BET,WIN,NO BET,NO BET
2025-04-12,778357,Cincinnati Reds,Pittsburgh Pirates,Great American Ball Park,55.69,41.22,14.5,58.1,0.0,9.1,7,5,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-12,778351,Houston Astros,Los Angeles Angels,Daikin Park,47.16,31.47,15.7,57.6,0.0,9.4,5,1,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-12,778350,Arizona Diamondbacks,Milwaukee Brewers,Chase Field,36.08,27.96,8.1,66.2,0.0,10.1,9,5,4,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-04-12,778352,San Diego Padres,Colorado Rockies,Petco Park,42.58,41.21,1.4,58.4,0.0,9.4,2,2,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-12,778345,Los Angeles Dodgers,Chicago Cubs,Dodger Stadium,42.9,27.5,15.4,62.5,0.0,9.8,16,0,16,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-12,778341,Seattle Mariners,Texas Rangers,T-Mobile Park,51.79,22.68,29.1,63.0,0.0,9.8,11,9,2,True,HOME,HOME,0.5321,NO BET,,NO BET,WIN,NO BET,NO BET
2025-04-13,778344,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,35.78,34.07,1.7,61.2,0.0,9.7,13,6,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778339,New York Yankees,San Francisco Giants,Yankee Stadium,38.79,55.0,16.2,57.9,0.0,9.2,9,4,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-13,778342,Cleveland Guardians,Kansas City Royals,Progressive Field,39.18,39.46,0.3,59.3,0.0,9.5,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778343,Cincinnati Reds,Pittsburgh Pirates,Great American Ball Park,52.54,33.94,18.6,60.6,0.0,9.4,4,4,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-13,778340,Tampa Bay Rays,Atlanta Braves,George M. Steinbrenner Field,27.34,42.11,14.8,62.6,0.0,9.8,11,8,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-13,778337,Miami Marlins,Washington Nationals,loanDepot park,34.09,38.45,4.4,60.9,0.0,9.7,15,11,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778329,Houston Astros,Los Angeles Angels,Daikin Park,41.87,28.04,13.8,62.4,0.0,9.8,10,7,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-13,778335,Minnesota Twins,Detroit Tigers,Target Field,45.33,33.8,11.5,60.3,0.0,9.5,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778338,Chicago White Sox,Boston Red Sox,Rate Field,33.79,48.91,15.1,60.0,0.0,9.5,4,1,3,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-13,778336,St. Louis Cardinals,Philadelphia Phillies,Busch Stadium,34.71,36.33,1.6,62.6,0.0,9.8,7,7,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778333,Athletics,New York Mets,Sutter Health Park,33.1,23.58,9.5,64.6,0.0,10.1,8,0,8,False,HOME,HOME,0.5274,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-13,778330,San Diego Padres,Colorado Rockies,Petco Park,39.06,37.79,1.3,59.8,0.0,9.5,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778334,Seattle Mariners,Texas Rangers,T-Mobile Park,51.46,51.24,0.2,54.5,0.0,8.9,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-13,778332,Arizona Diamondbacks,Milwaukee Brewers,Chase Field,49.16,24.77,24.4,65.9,0.0,9.9,7,5,2,True,HOME,HOME,0.5212,NO BET,,OVER,WIN,NO BET,LOSS
2025-04-13,778331,Los Angeles Dodgers,Chicago Cubs,Dodger Stadium,69.15,33.81,35.3,57.9,0.0,9.1,6,2,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-14,778321,Pittsburgh Pirates,Washington Nationals,PNC Park,59.41,40.87,18.5,56.8,0.0,9.0,13,10,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-14,778320,Philadelphia Phillies,San Francisco Giants,Citizens Bank Park,36.85,22.07,14.8,64.7,0.0,10.1,14,4,10,False,HOME,HOME,0.5352,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-14,778328,Tampa Bay Rays,Boston Red Sox,George M. Steinbrenner Field,50.17,51.86,1.7,54.8,0.0,8.9,17,16,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778327,New York Yankees,Kansas City Royals,Yankee Stadium,34.07,40.37,6.3,60.7,0.0,9.6,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778322,Toronto Blue Jays,Atlanta Braves,Rogers Centre,36.87,56.89,20.0,58.3,0.0,9.2,12,4,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-04-14,778324,Minnesota Twins,New York Mets,Target Field,41.44,35.07,6.4,61.9,0.0,9.7,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778323,Milwaukee Brewers,Detroit Tigers,American Family Field,48.03,42.71,5.3,59.4,0.0,9.3,10,1,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778325,St. Louis Cardinals,Houston Astros,Busch Stadium,55.2,52.59,2.6,53.7,0.0,8.8,11,8,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778315,San Diego Padres,Chicago Cubs,Petco Park,55.87,49.21,6.7,54.6,0.0,8.9,14,10,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-14,778326,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,36.24,33.09,3.1,61.4,0.0,9.7,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778314,Pittsburgh Pirates,Washington Nationals,PNC Park,52.78,55.34,2.6,55.2,0.0,8.8,3,0,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778316,Cincinnati Reds,Seattle Mariners,Great American Ball Park,58.68,50.88,7.8,56.5,0.0,8.9,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778318,Miami Marlins,Arizona Diamondbacks,loanDepot park,34.04,36.42,2.4,61.1,0.0,9.7,14,4,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778313,Philadelphia Phillies,San Francisco Giants,Citizens Bank Park,45.67,42.23,3.4,59.4,0.0,9.4,10,6,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778317,Baltimore Orioles,Cleveland Guardians,Oriole Park at Camden Yards,41.58,43.79,2.2,59.7,0.0,9.4,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778319,Tampa Bay Rays,Boston Red Sox,George M. Steinbrenner Field,43.89,52.35,8.5,58.2,0.0,9.2,11,4,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778312,New York Yankees,Kansas City Royals,Yankee Stadium,44.73,70.7,26.0,56.1,0.0,8.8,6,4,2,True,AWAY,AWAY,0.6268,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-15,778311,Toronto Blue Jays,Atlanta Braves,Rogers Centre,58.93,57.3,1.6,45.5,-8.0,8.4,9,6,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778307,Minnesota Twins,New York Mets,Target Field,60.06,44.6,15.5,57.2,0.0,9.0,9,6,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-15,778309,Chicago White Sox,Athletics,Rate Field,58.06,68.14,10.1,44.4,-8.0,8.2,15,3,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778310,Milwaukee Brewers,Detroit Tigers,American Family Field,47.32,53.79,6.5,59.0,0.0,9.1,5,5,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778308,St. Louis Cardinals,Houston Astros,Busch Stadium,56.84,38.88,18.0,59.3,0.0,9.3,2,0,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-15,778306,Texas Rangers,Los Angeles Angels,Globe Life Field,75.31,41.51,33.8,55.0,0.0,8.7,4,4,0,True,HOME,HOME,0.6383,NO BET,,NO BET,WIN,NO BET,NO BET
2025-04-15,778305,San Diego Padres,Chicago Cubs,Petco Park,50.41,43.83,6.6,56.8,0.0,9.1,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-15,778302,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,40.12,37.76,2.4,59.7,0.0,9.5,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778297,Toronto Blue Jays,Atlanta Braves,Rogers Centre,56.63,64.44,7.8,40.4,-8.0,8.0,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778299,Minnesota Twins,New York Mets,Target Field,50.5,47.88,2.6,55.6,0.0,9.0,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778295,Milwaukee Brewers,Detroit Tigers,American Family Field,66.57,47.58,19.0,57.7,0.0,8.9,6,5,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-16,778290,St. Louis Cardinals,Houston Astros,Busch Stadium,47.1,43.91,3.2,57.1,0.0,9.2,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778288,San Diego Padres,Chicago Cubs,Petco Park,53.11,34.08,19.0,59.5,0.0,9.4,6,4,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-16,778301,Baltimore Orioles,Cleveland Guardians,Oriole Park at Camden Yards,39.06,44.83,5.8,60.4,0.0,9.5,10,9,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778293,Pittsburgh Pirates,Washington Nationals,PNC Park,45.49,56.37,10.9,55.7,0.0,9.0,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778304,Cincinnati Reds,Seattle Mariners,Great American Ball Park,61.92,53.24,8.7,53.8,0.0,8.6,8,3,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778303,Miami Marlins,Arizona Diamondbacks,loanDepot park,36.04,38.06,2.0,60.4,0.0,9.6,8,2,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778296,Philadelphia Phillies,San Francisco Giants,Citizens Bank Park,54.61,54.15,0.5,54.9,0.0,8.8,15,4,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778298,Tampa Bay Rays,Boston Red Sox,George M. Steinbrenner Field,58.1,40.95,17.1,58.5,0.0,9.2,1,0,1,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-04-16,778300,New York Yankees,Kansas City Royals,Yankee Stadium,46.19,65.22,19.0,56.2,0.0,8.9,7,4,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-04-16,778294,Chicago White Sox,Athletics,Rate Field,55.79,55.24,0.5,46.4,-8.0,8.5,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-16,778289,Texas Rangers,Los Angeles Angels,Globe Life Field,46.82,33.8,13.0,60.2,0.0,9.5,4,3,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-16,778287,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,52.6,34.67,17.9,59.3,0.0,9.4,15,8,7,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-17,778291,Miami Marlins,Arizona Diamondbacks,loanDepot park,39.66,43.07,3.4,58.8,0.0,9.4,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778280,Pittsburgh Pirates,Washington Nationals,PNC Park,41.54,50.01,8.5,57.5,0.0,9.2,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778285,Cincinnati Reds,Seattle Mariners,Great American Ball Park,76.26,47.0,29.3,54.3,0.0,8.6,18,7,11,False,HOME,HOME,0.6407,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-04-17,778283,Chicago White Sox,Athletics,Rate Field,43.77,46.24,2.5,57.2,0.0,9.2,8,0,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778279,Philadelphia Phillies,San Francisco Giants,Citizens Bank Park,48.67,25.03,23.6,62.6,0.0,9.7,10,6,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-17,778292,Baltimore Orioles,Cleveland Guardians,Oriole Park at Camden Yards,46.76,45.93,0.8,56.5,0.0,9.1,8,6,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778286,Detroit Tigers,Kansas City Royals,Comerica Park,43.26,42.18,1.1,58.0,0.0,9.3,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778282,Tampa Bay Rays,New York Yankees,George M. Steinbrenner Field,60.75,58.86,1.9,43.3,-8.0,8.2,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-17,778278,New York Mets,St. Louis Cardinals,Citi Field,48.22,29.75,18.5,61.3,0.0,9.6,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-04-17,778281,Texas Rangers,Los Angeles Angels,Globe Life Field,40.82,38.71,2.1,60.9,0.0,9.6,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-18,778268,Chicago Cubs,Arizona Diamondbacks,Wrigley Field,54.72,49.73,5.0,56.2,0.0,9.0,24,13,11,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-04-18,778277,Detroit Tigers,Kansas City Royals,Comerica Park,43.42,49.8,6.4,57.0,0.0,9.1,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
