date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_moneyline,away_moneyline,ml_signal,ml_model_prob,ml_line_prob,ml_value_edge,ml_bet_ml,ml_profit,diff_gap,diff_model_prob,diff_line_prob,diff_value_edge,diff_bet_ml,diff_profit
2025-03-28,778560,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,37.68,34.12,3.6,59.7,0.0,9.5,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,16.94,5.24,12.5,0.0,14.41,14.65,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-222.0,179.0,NO BET,,,,,,3.6,,,,,
2025-03-28,778549,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,40.77,37.2,3.6,52.7,0.0,8.9,10,8,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,20.83,8.56,10.0,1.08,18.68,9.88,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,3.6,,,,,
2025-03-28,778548,Miami Marlins,Pittsburgh Pirates,loanDepot park,40.35,32.88,7.5,61.3,0.0,9.6,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,20.08,7.37,10.0,2.16,14.2,11.7,7.5,1.0,0.0,0.0,0.0,55.0,55.0,118.0,-135.0,NO BET,,,,,,7.5,,,,,
2025-03-28,778550,Texas Rangers,Boston Red Sox,Globe Life Field,35.4,32.02,3.4,59.9,0.0,9.5,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,11.47,3.22,10.0,3.78,17.22,6.39,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,3.4,,,,,
2025-03-28,778518,Houston Astros,New York Mets,Daikin Park,46.3,31.05,15.2,60.0,0.0,9.5,4,1,3,False,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,16.76,4.87,9.89,10.0,6.49,10.78,5.42,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,NO BET,,,,,,15.2,53.8,51.1,2.7,,
2025-03-28,778543,Arizona Diamondbacks,Chicago Cubs,Chase Field,37.5,40.51,3.0,59.6,0.0,9.5,9,8,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,15.13,10.08,10.0,10.81,7.19,15.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,NO BET,,,,,,3.0,,,,,
2025-03-28,778541,Seattle Mariners,Athletics,T-Mobile Park,32.85,50.58,17.7,60.5,0.0,9.4,7,0,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,0.0,14.25,10.05,10.0,18.38,12.83,10.78,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,120.0,NO BET,,,,,,17.7,54.4,43.9,10.6,120.0,120.0
2025-03-28,778542,San Diego Padres,Atlanta Braves,Petco Park,30.33,23.67,6.7,62.8,0.0,9.9,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,21.29,5.3,7.5,0.0,11.99,6.48,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,NO BET,,,,,,6.7,,,,,
2025-03-28,778544,Los Angeles Dodgers,Detroit Tigers,Dodger Stadium,44.29,66.73,22.4,54.4,0.0,8.8,13,8,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,5.41,17.14,12.18,10.0,26.49,11.74,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-222.0,185.0,NO BET,,,,,,22.4,55.6,33.7,21.9,185.0,-100
2025-03-29,778538,New York Yankees,Milwaukee Brewers,Yankee Stadium,43.01,31.95,11.1,59.9,0.0,9.5,29,20,9,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,15.79,9.86,10.0,0.0,12.08,12.97,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,140.0,NO BET,,,,,,11.1,,,,,
2025-03-29,778534,Chicago White Sox,Los Angeles Angels,Rate Field,37.01,39.66,2.6,59.3,0.0,9.3,1,0,1,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,13.06,10.1,12.5,0.0,30.0,8.68,10.0,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-161.0,NO BET,,,,,,2.6,,,,,
2025-03-29,778528,St. Louis Cardinals,Minnesota Twins,Busch Stadium,54.65,64.72,10.1,45.1,-8.0,8.3,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,18.26,10.83,10.0,19.46,20.75,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,10.1,,,,,
2025-03-29,778536,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,68.92,31.73,37.2,52.7,0.0,8.8,14,5,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,24.86,14.03,13.56,7.5,2.7,13.87,6.78,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-120.0,110.0,NO BET,,,,,,37.2,59.3,53.4,5.9,-120.0,-100
2025-03-29,778535,Washington Nationals,Philadelphia Phillies,Nationals Park,33.88,48.44,14.6,59.0,0.0,9.3,17,6,11,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,1.62,9.69,11.94,10.0,16.22,17.57,7.12,10.0,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-154.0,NO BET,,,,,,14.6,53.6,58.8,-5.1,,
2025-03-29,778529,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,40.71,49.4,8.7,59.1,0.0,9.3,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,15.2,14.95,4.5,23.24,14.18,3.05,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,100.0,NO BET,,,,,,8.7,,,,,
2025-03-29,778540,Cincinnati Reds,San Francisco Giants,Great American Ball Park,34.08,49.87,15.8,58.1,0.0,9.1,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,18.76,7.22,12.5,10.27,24.6,10.13,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-120.0,104.0,NO BET,,,,,,15.8,53.9,47.3,6.6,104.0,-100
2025-03-29,778537,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,66.01,31.11,34.9,59.4,0.0,9.2,3,1,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,17.3,22.1,13.64,12.5,12.97,11.66,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-182.0,154.0,NO BET,,,,,,34.9,58.7,62.1,-3.4,,
2025-03-29,778539,Miami Marlins,Pittsburgh Pirates,loanDepot park,49.38,25.04,24.3,62.2,0.0,9.6,9,5,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,9.19,20.23,10.75,10.0,0.0,19.68,6.01,4.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,NO BET,,,,,,24.3,56.1,47.3,8.8,104.0,104.0
2025-03-29,778531,Texas Rangers,Boston Red Sox,Globe Life Field,61.19,44.3,16.9,55.3,0.0,8.9,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,20.54,11.09,14.39,10.0,14.05,13.75,8.16,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,NO BET,,,,,,16.9,54.2,51.1,3.1,,
2025-03-29,778530,Houston Astros,New York Mets,Daikin Park,39.06,32.76,6.3,61.3,0.0,9.6,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,5.07,10.34,10.0,6.49,14.14,4.82,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,NO BET,,,,,,6.3,,,,,
2025-03-29,778520,San Diego Padres,Atlanta Braves,Petco Park,37.45,23.57,13.9,62.3,0.0,9.8,1,1,0,True,NO BET,,,HOME,,NO BET,NO BET,WIN,NO BET,5.41,16.01,8.75,7.5,0.0,12.69,6.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-149.0,NO BET,,,,,,13.9,53.5,42.2,11.3,129.0,129.0
2025-03-29,778532,Arizona Diamondbacks,Chicago Cubs,Chase Field,45.95,40.78,5.2,57.9,0.0,9.3,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,6.49,12.73,15.0,10.0,6.49,9.77,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,5.2,,,,,
2025-03-29,778533,Los Angeles Dodgers,Detroit Tigers,Dodger Stadium,51.74,27.49,24.3,61.3,0.0,9.6,10,7,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,17.3,16.68,6.83,10.0,5.41,2.69,9.65,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,175.0,NO BET,,,,,,24.3,56.1,65.0,-8.9,,
2025-03-29,778521,Seattle Mariners,Athletics,T-Mobile Park,30.73,25.49,5.2,64.4,0.0,10.0,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,13.48,5.94,12.5,7.03,8.34,3.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,150.0,NO BET,,,,,,5.2,,,,,
2025-03-30,778526,Washington Nationals,Philadelphia Phillies,Nationals Park,28.22,66.82,38.6,58.5,0.0,9.2,6,5,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,0.0,13.54,6.81,10.0,28.65,17.91,10.73,7.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-141.0,NO BET,,,,,,38.6,59.7,56.8,2.8,,
2025-03-30,778523,New York Yankees,Milwaukee Brewers,Yankee Stadium,42.31,32.65,9.7,61.0,0.0,9.6,15,12,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,11.15,10.18,7.5,4.86,7.03,13.06,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,9.7,,,,,
2025-03-30,778525,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,27.57,43.13,15.6,60.0,0.0,9.4,4,3,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,13.34,6.41,10.0,0.54,30.0,10.9,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-133.0,114.0,NO BET,,,,,,15.6,53.9,45.0,8.9,114.0,-100
2025-03-30,778522,Cincinnati Reds,San Francisco Giants,Great American Ball Park,45.38,52.57,7.2,55.2,0.0,8.8,9,3,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,19.01,15.0,12.5,22.7,27.31,0.0,7.5,1.01,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,NO BET,,,,,,7.2,,,,,
2025-03-30,778524,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,54.87,41.12,13.8,54.4,0.0,8.8,10,6,4,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,16.22,22.06,5.91,12.5,2.16,30.0,9.06,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-185.0,154.0,NO BET,,,,,,13.8,53.4,62.3,-8.8,,
2025-03-30,778519,Miami Marlins,Pittsburgh Pirates,loanDepot park,52.89,44.76,8.1,55.6,0.0,8.9,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,25.61,8.84,10.0,13.51,21.16,3.44,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,8.1,,,,,
2025-03-30,778510,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,38.73,36.81,1.9,58.7,0.0,9.4,8,2,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,20.02,12.16,4.5,6.49,12.57,8.93,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,NO BET,,,,,,1.9,,,,,
2025-03-30,778527,Chicago White Sox,Los Angeles Angels,Rate Field,48.61,50.97,2.4,44.5,-8.0,8.3,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,25.31,4.84,12.5,2.7,30.0,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,NO BET,,,,,,2.4,,,,,
2025-03-30,778517,St. Louis Cardinals,Minnesota Twins,Busch Stadium,29.87,43.53,13.7,61.7,0.0,9.6,11,9,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,6.49,8.94,3.18,12.5,7.03,17.89,11.95,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-110.0,NO BET,,,,,,13.7,53.4,50.6,2.9,,
2025-03-30,778516,Texas Rangers,Boston Red Sox,Globe Life Field,67.29,34.08,33.2,57.5,0.0,9.0,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,23.24,13.85,15.0,10.0,2.7,21.39,5.33,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,135.0,NO BET,,,,,,33.2,58.3,59.1,-0.8,,
2025-03-30,778515,Arizona Diamondbacks,Chicago Cubs,Chase Field,35.9,34.67,1.2,59.2,0.0,9.4,16,10,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,17.07,9.51,12.5,8.65,14.45,5.38,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,1.2,,,,,
2025-03-30,778513,Seattle Mariners,Athletics,T-Mobile Park,43.58,33.94,9.6,59.1,0.0,9.4,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,13.56,15.0,12.5,4.86,10.63,9.36,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,154.0,NO BET,,,,,,9.6,,,,,
2025-03-30,778514,San Diego Padres,Atlanta Braves,Petco Park,49.42,21.82,27.6,61.8,0.0,9.6,5,5,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,10.27,16.73,11.77,10.0,0.0,11.18,5.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,27.6,56.9,54.3,2.6,,
2025-03-31,778506,Chicago White Sox,Minnesota Twins,Rate Field,65.66,53.06,12.6,37.0,-15.0,7.9,9,9,0,True,NO BET,,,HOME,,NO BET,NO BET,WIN,NO BET,28.65,22.77,6.21,4.5,5.41,29.16,13.2,12.5,1.0,0.0,0.0,0.0,55.0,55.0,165.0,-200.0,NO BET,,,,,,12.6,53.1,36.1,17.0,165.0,165.0
2025-03-31,778504,Milwaukee Brewers,Kansas City Royals,American Family Field,41.43,37.75,3.7,61.7,0.0,9.5,12,1,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,13.02,5.55,12.5,0.54,16.09,15.0,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,NO BET,,,,,,3.7,,,,,
2025-03-31,778512,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,19.04,35.63,16.6,64.5,0.0,10.0,13,8,5,True,AWAY,AWAY,0.5364,AWAY,,NO BET,NO BET,LOSS,NO BET,0.0,9.63,4.72,4.5,14.59,15.12,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,16.6,54.1,42.6,11.5,125.0,-100
2025-03-31,778502,Philadelphia Phillies,Colorado Rockies,Citizens Bank Park,59.41,34.05,25.4,59.7,0.0,9.3,7,6,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,24.86,9.68,12.52,4.5,13.51,14.77,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,NO BET,,,,,,25.4,56.3,73.5,-17.1,,
2025-03-31,778511,Cincinnati Reds,Texas Rangers,Great American Ball Park,33.78,28.24,5.5,61.8,0.0,9.7,17,14,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,14.57,9.16,10.0,6.49,17.67,0.64,10.0,1.01,0.0,0.0,0.0,55.0,55.0,110.0,-125.0,NO BET,,,,,,5.5,,,,,
2025-03-31,778509,Miami Marlins,New York Mets,loanDepot park,40.78,38.16,2.6,57.8,0.0,9.3,14,4,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,10.41,7.29,12.5,11.89,20.8,2.64,7.5,1.0,0.0,0.0,0.0,55.0,55.0,160.0,-189.0,NO BET,,,,,,2.6,,,,,
2025-03-31,778508,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,49.45,31.52,17.9,59.5,0.0,9.3,7,6,1,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,9.19,14.72,14.0,10.0,0.0,24.67,5.34,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,150.0,NO BET,,,,,,17.9,54.5,61.6,-7.1,,
2025-03-31,778507,Toronto Blue Jays,Washington Nationals,Rogers Centre,33.17,45.44,12.3,60.4,0.0,9.4,7,5,2,True,NO BET,,,AWAY,,NO BET,NO BET,LOSS,NO BET,4.86,17.08,5.28,7.5,20.54,18.05,0.3,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,145.0,NO BET,,,,,,12.3,53.1,39.6,13.4,145.0,-100
2025-03-31,778503,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,49.24,44.86,4.4,54.8,0.0,8.9,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,17.67,15.0,12.5,10.27,19.14,7.82,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,135.0,NO BET,,,,,,4.4,,,,,
2025-03-31,778505,Houston Astros,San Francisco Giants,Daikin Park,35.97,48.39,12.4,59.7,0.0,9.4,9,2,7,False,NO BET,,,AWAY,,NO BET,NO BET,WIN,NO BET,1.08,15.82,10.56,10.0,28.11,6.46,0.7,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,12.4,53.1,46.9,6.2,104.0,104.0
2025-03-31,778499,San Diego Padres,Cleveland Guardians,Petco Park,53.18,21.82,31.4,61.4,0.0,9.5,9,7,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,13.51,19.31,10.11,10.0,0.0,11.18,5.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,NO BET,,,,,,31.4,57.8,55.1,2.7,,
2025-03-31,778496,Seattle Mariners,Detroit Tigers,T-Mobile Park,54.36,27.3,27.1,60.6,0.0,9.5,15,6,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,19.46,13.95,8.39,10.0,4.32,8.23,7.35,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,NO BET,,,,,,27.1,56.8,52.0,4.8,-118.0,-100
2025-03-31,778501,Athletics,Chicago Cubs,Sutter Health Park,37.5,26.08,11.4,62.6,0.0,9.7,21,3,18,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,15.13,10.08,10.0,0.0,15.32,5.14,12.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-143.0,NO BET,,,,,,11.4,,,,,
2025-03-31,778500,Los Angeles Dodgers,Atlanta Braves,Dodger Stadium,57.53,49.27,8.3,55.0,0.0,8.8,7,6,1,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,16.22,24.29,8.04,10.0,16.22,5.09,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-233.0,200.0,NO BET,,,,,,8.3,,,,,
2025-04-01,778498,Cincinnati Reds,Texas Rangers,Great American Ball Park,29.87,58.34,28.5,59.1,0.0,9.2,1,0,1,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,0.0,15.45,7.11,10.0,14.59,27.74,10.86,10.0,1.01,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,NO BET,,,,,,28.5,57.1,57.4,-0.3,,
2025-04-01,778497,Miami Marlins,New York Mets,loanDepot park,37.79,26.11,11.7,61.5,0.0,9.7,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,8.63,8.84,10.0,7.03,14.77,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-149.0,NO BET,,,,,,11.7,,,,,
2025-04-01,778493,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,48.05,60.09,12.0,52.7,0.0,8.6,7,7,0,True,NO BET,,,AWAY,,NO BET,NO BET,LOSS,NO BET,11.35,22.22,6.46,10.0,20.54,26.61,6.91,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,145.0,NO BET,,,,,,12.0,53.0,39.9,13.1,145.0,-100
2025-04-01,778492,New York Yankees,Arizona Diamondbacks,Yankee Stadium,27.61,25.73,1.9,63.9,0.0,10.1,12,5,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,7.79,7.85,4.5,0.0,8.73,11.31,7.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,NO BET,,,,,,1.9,,,,,
2025-04-01,778491,Toronto Blue Jays,Washington Nationals,Rogers Centre,39.52,37.89,1.6,53.1,0.0,9.0,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.11,14.72,6.15,7.5,2.7,20.44,7.84,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-164.0,140.0,NO BET,,,,,,1.6,,,,,
2025-04-01,778490,Chicago White Sox,Minnesota Twins,Rate Field,33.43,63.5,30.1,57.4,0.0,9.0,11,3,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,7.03,8.72,6.91,10.0,18.92,30.0,7.89,12.5,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-161.0,NO BET,,,,,,30.1,57.5,59.7,-2.2,,
2025-04-01,778488,Milwaukee Brewers,Kansas City Royals,American Family Field,41.09,24.5,16.6,63.8,0.0,9.7,5,5,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,10.27,16.0,5.92,10.0,5.95,11.57,1.82,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-125.0,110.0,NO BET,,,,,,16.6,54.1,53.8,0.3,,
2025-04-01,778495,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,53.25,35.4,17.9,57.5,0.0,9.2,16,7,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,13.51,14.69,14.15,7.5,6.49,18.2,5.87,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,118.0,NO BET,,,,,,17.9,54.5,55.6,-1.1,,
2025-04-01,778489,Houston Astros,San Francisco Giants,Daikin Park,40.56,68.54,28.0,55.0,0.0,8.8,4,1,3,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,4.32,17.07,10.33,10.0,29.73,11.21,12.29,12.5,1.0,0.0,0.0,0.0,55.0,55.0,120.0,-139.0,NO BET,,,,,,28.0,57.0,56.1,0.9,,
2025-04-01,778485,San Diego Padres,Cleveland Guardians,Petco Park,32.31,26.71,5.6,62.9,0.0,9.8,7,7,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,16.77,8.45,4.5,0.0,16.39,5.02,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,145.0,NO BET,,,,,,5.6,,,,,
2025-04-01,778486,Seattle Mariners,Detroit Tigers,T-Mobile Park,40.88,38.02,2.9,58.4,0.0,9.3,5,1,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,16.66,15.0,10.0,7.03,12.62,10.65,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,150.0,NO BET,,,,,,2.9,,,,,
2025-04-01,778494,Athletics,Chicago Cubs,Sutter Health Park,39.38,26.71,12.7,60.9,0.0,9.6,11,4,7,False,NO BET,,,HOME,,NO BET,NO BET,LOSS,NO BET,4.86,13.67,10.84,10.0,1.62,13.73,4.99,12.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-135.0,NO BET,,,,,,12.7,53.2,44.9,8.3,114.0,-100
2025-04-01,778487,Los Angeles Dodgers,Atlanta Braves,Dodger Stadium,37.2,26.07,11.1,62.7,0.0,9.8,4,3,1,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,4.32,22.89,4.31,10.0,0.0,8.11,13.52,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,11.1,,,,,
2025-04-02,778480,Cincinnati Reds,Texas Rangers,Great American Ball Park,37.68,32.08,5.6,61.7,0.0,9.5,1,0,1,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,21.0,5.92,10.0,7.03,19.52,2.09,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,NO BET,,,,,,5.6,,,,,
2025-04-02,778479,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,35.29,92.41,57.1,52.9,0.0,8.4,6,2,4,False,AWAY,AWAY,0.6785,NO BET,,NO BET,WIN,NO BET,NO BET,0.0,23.8,6.45,10.0,40.0,29.44,11.96,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-102.0,-115.0,AWAY,68.1,51.4,16.7,-115.0,86.96,57.1,,,,,
2025-04-02,778477,Milwaukee Brewers,Kansas City Royals,American Family Field,32.34,45.06,12.7,60.7,0.0,9.4,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,6.49,15.53,2.87,10.0,8.65,24.15,8.32,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,12.7,53.2,46.9,6.3,104.0,-100
2025-04-02,778473,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,46.64,47.02,0.4,56.9,0.0,9.1,17,12,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,18.19,15.0,10.0,10.27,18.61,12.47,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,NO BET,,,,,,0.4,,,,,
2025-04-02,778474,Chicago White Sox,Minnesota Twins,Rate Field,35.71,44.4,8.7,57.3,0.0,9.2,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,18.22,4.26,10.0,1.08,30.0,11.38,10.0,1.0,0.0,0.0,0.0,55.0,55.0,160.0,-182.0,NO BET,,,,,,8.7,,,,,
2025-04-02,778478,Toronto Blue Jays,Washington Nationals,Rogers Centre,44.85,30.91,13.9,56.0,0.0,9.2,6,4,2,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,11.89,13.45,6.12,10.0,0.0,19.29,6.92,7.5,1.0,3.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,13.9,53.5,50.0,3.5,,
